voterID,voteTime,pollID,"Loren Culp","Tim Eyman","Phil Fortunato","Joshua Freed","Raul Garcia","Anton Sakharov"
5cket9t9pe,"2020-07-19 15:41:40",swzw2ts6,5,0,0,0,0,0
aerdtddsny,"2020-07-19 15:46:26",swzw2ts6,5,0,0,0,0,0
npyahfr1xc,"2020-07-19 15:50:26",swzw2ts6,5,0,0,0,0,0
2kpraz7mfm,"2020-07-19 15:55:05",swzw2ts6,5,1,2,2,1,1
kmk6441emy,"2020-07-19 16:01:30",swzw2ts6,5,0,0,0,0,0
wwn9z1wxwf,"2020-07-19 16:18:36",swzw2ts6,5,0,0,0,0,0
7sz91c7f3n,"2020-07-19 16:23:14",swzw2ts6,5,1,0,1,2,0
t336ny9n63,"2020-07-19 16:34:32",swzw2ts6,5,4,0,0,0,0
4prkdyrsex,"2020-07-19 16:34:56",swzw2ts6,5,0,0,0,0,0
1m49e33nh6,"2020-07-19 16:43:10",swzw2ts6,5,0,0,0,0,0
39m7ws2wk4,"2020-07-19 16:51:04",swzw2ts6,5,0,0,1,0,0
14prtrh27k,"2020-07-19 17:01:01",swzw2ts6,5,2,4,4,0,0
saww26p1nc,"2020-07-19 17:13:08",swzw2ts6,5,0,0,0,0,0
7xh5hss3w3,"2020-07-19 17:30:48",swzw2ts6,5,0,0,0,0,0
1zn5k1cmn9,"2020-07-19 17:35:48",swzw2ts6,5,0,0,0,0,0
14nrmrhx4y,"2020-07-19 17:39:05",swzw2ts6,5,0,0,0,0,0
hrtpscf693,"2020-07-19 17:45:08",swzw2ts6,5,1,1,1,1,1
wxkfehnzn5,"2020-07-19 17:46:31",swzw2ts6,1,1,0,1,0,0
asrcf22edr,"2020-07-19 17:49:45",swzw2ts6,5,0,0,0,0,0
56htp56azw,"2020-07-19 17:53:34",swzw2ts6,5,3,2,4,4,4
e49zdd597n,"2020-07-19 17:56:11",swzw2ts6,5,0,0,0,0,0
mctxktmdww,"2020-07-19 17:57:21",swzw2ts6,5,0,0,0,0,0
515es5xzce,"2020-07-19 18:07:48",swzw2ts6,5,0,0,0,0,0
myyps6nn4h,"2020-07-19 18:10:49",swzw2ts6,5,0,0,0,0,0
6ze4cfpcca,"2020-07-19 18:16:24",swzw2ts6,5,0,0,0,0,0
5xx4m533m1,"2020-07-19 18:22:31",swzw2ts6,5,0,0,0,0,0
3977tr24x1,"2020-07-19 18:31:15",swzw2ts6,5,0,0,0,0,0
5e6zrs3m6n,"2020-07-19 18:31:34",swzw2ts6,5,0,0,0,0,0
7632xkpwta,"2020-07-19 18:41:47",swzw2ts6,5,0,0,0,0,0
5f29shzskr,"2020-07-19 18:43:49",swzw2ts6,5,0,0,0,0,0
eym6hxz1s4,"2020-07-19 18:44:24",swzw2ts6,3,4,5,4,0,0
x743drzhnd,"2020-07-19 19:02:04",swzw2ts6,5,0,0,0,0,0
hndwmzhnsn,"2020-07-19 19:10:04",swzw2ts6,5,0,0,0,0,0
chaeze5m77,"2020-07-19 19:10:20",swzw2ts6,5,0,0,0,0,0
k9he9zytdt,"2020-07-19 19:14:19",swzw2ts6,5,0,0,0,0,0
pdwshcr2fa,"2020-07-19 19:19:08",swzw2ts6,5,0,0,0,0,0
3faer9haa7,"2020-07-19 19:22:30",swzw2ts6,5,0,0,0,0,0
t2yrzrn27w,"2020-07-19 19:30:48",swzw2ts6,5,5,0,5,5,5
2d9dxztfnd,"2020-07-19 19:37:03",swzw2ts6,5,2,0,1,1,1
r41cph3525,"2020-07-19 19:37:45",swzw2ts6,5,0,0,0,0,0
z5z4sfr37t,"2020-07-19 19:47:53",swzw2ts6,5,0,0,0,0,0
3xycsdmpwn,"2020-07-19 19:59:08",swzw2ts6,5,1,1,1,1,1
2y12tn7d24,"2020-07-19 19:59:57",swzw2ts6,5,0,0,0,0,0
et4fwnzas7,"2020-07-19 20:01:26",swzw2ts6,5,0,0,0,0,0
6zxmnhzmxt,"2020-07-19 20:11:56",swzw2ts6,5,0,0,0,0,0
kwawd9nnca,"2020-07-19 20:23:09",swzw2ts6,5,0,0,0,0,0
tm2hrshrhd,"2020-07-19 21:09:41",swzw2ts6,5,0,5,0,0,0
ph7pd5x2h4,"2020-07-19 21:14:05",swzw2ts6,0,1,0,0,0,0
dwzyfr5rcw,"2020-07-19 21:21:21",swzw2ts6,5,0,0,0,0,0
h566mhcwea,"2020-07-19 21:40:23",swzw2ts6,5,4,0,0,0,0
rt7z9cnapm,"2020-07-19 21:40:36",swzw2ts6,0,0,0,0,0,0
m39k4pfaha,"2020-07-19 21:42:27",swzw2ts6,5,2,0,3,0,0
51956epnyn,"2020-07-19 21:58:46",swzw2ts6,5,0,0,0,0,0
nr534wdtn4,"2020-07-19 22:17:25",swzw2ts6,5,1,0,0,0,0
azefsf1xak,"2020-07-19 22:41:50",swzw2ts6,5,0,0,5,0,0
s6zwttsffm,"2020-07-19 22:43:57",swzw2ts6,5,2,0,4,0,0
aa2z7hdyr6,"2020-07-19 22:44:57",swzw2ts6,5,2,0,1,0,0
5yxz26k4y5,"2020-07-19 22:47:07",swzw2ts6,5,2,0,2,0,0
56nhwaew93,"2020-07-19 22:47:30",swzw2ts6,5,1,2,1,1,1
ef63h3tdd9,"2020-07-19 23:07:07",swzw2ts6,0,3,4,5,0,0
pwaf7nhny5,"2020-07-19 23:27:21",swzw2ts6,5,1,4,1,1,1
zzwx6zt5tr,"2020-07-19 23:36:06",swzw2ts6,1,1,2,5,1,1
y11f43yxyp,"2020-07-19 23:50:43",swzw2ts6,5,0,0,0,0,0
2h95sm16ry,"2020-07-19 23:53:24",swzw2ts6,4,0,0,0,0,0
rpr7renhnm,"2020-07-19 23:57:17",swzw2ts6,5,0,0,1,0,0
d6axh4y62t,"2020-07-20 00:24:34",swzw2ts6,5,0,0,0,0,0
nk45nenme6,"2020-07-20 00:29:05",swzw2ts6,5,0,0,0,0,0
z792fdmp1x,"2020-07-20 00:40:21",swzw2ts6,5,1,2,5,2,0
w5f46f5zxy,"2020-07-20 00:44:54",swzw2ts6,1,1,1,1,1,1
xat7dmtdfk,"2020-07-20 00:49:48",swzw2ts6,5,3,1,1,1,1
eeknskta73,"2020-07-20 01:50:04",swzw2ts6,5,5,4,0,2,4
ak5yd9cm74,"2020-07-20 01:50:53",swzw2ts6,0,0,0,5,0,0
2r5xc4atyd,"2020-07-20 02:09:34",swzw2ts6,5,2,1,3,1,1
r436rn4fnm,"2020-07-20 02:12:46",swzw2ts6,5,0,4,1,2,3
17ntcxm46e,"2020-07-20 02:15:48",swzw2ts6,5,0,0,0,0,0
1k72fpzapc,"2020-07-20 02:50:02",swzw2ts6,5,0,0,0,0,0
tf23nmfpwa,"2020-07-20 04:12:02",swzw2ts6,1,5,1,1,1,1
4277ypszkt,"2020-07-20 04:31:13",swzw2ts6,5,0,0,0,0,0
z2731tc4n4,"2020-07-20 04:39:45",swzw2ts6,0,0,0,0,0,0
e5mzm5w747,"2020-07-20 05:14:13",swzw2ts6,5,0,0,0,0,0
za2p4rea1z,"2020-07-20 05:47:01",swzw2ts6,5,0,0,0,0,0
xpy6pd7p4t,"2020-07-20 05:47:28",swzw2ts6,5,1,0,2,0,0
1fr26hma2r,"2020-07-20 06:00:23",swzw2ts6,5,0,0,0,0,0
r1k1artkzd,"2020-07-20 06:26:55",swzw2ts6,5,1,1,1,1,1
ts272cha26,"2020-07-20 06:28:52",swzw2ts6,5,0,0,3,0,0
xn4scpntp6,"2020-07-20 06:31:31",swzw2ts6,5,0,0,0,0,0
7pt2ntscnw,"2020-07-20 07:02:41",swzw2ts6,5,0,0,0,0,0
4kftdd9ne9,"2020-07-20 07:08:47",swzw2ts6,5,0,0,0,0,0
hkwke2aet5,"2020-07-20 07:37:18",swzw2ts6,5,0,0,0,0,0
1kasdcafff,"2020-07-20 08:02:04",swzw2ts6,5,0,0,0,0,0
ehmma1f351,"2020-07-20 08:55:32",swzw2ts6,5,0,0,0,0,0
aksdka3pxz,"2020-07-20 09:33:56",swzw2ts6,5,0,0,0,0,0
5rwnh22ss1,"2020-07-20 09:44:18",swzw2ts6,3,5,4,4,0,3
d2trm4s6dx,"2020-07-20 09:46:37",swzw2ts6,5,0,0,0,0,0
edc4zpp7z2,"2020-07-20 09:47:59",swzw2ts6,4,5,3,4,3,0
kp45m223de,"2020-07-20 09:53:14",swzw2ts6,5,0,0,0,0,4
7wc2c9135c,"2020-07-20 09:54:18",swzw2ts6,5,0,0,4,0,0
cytmnz39p5,"2020-07-20 09:55:22",swzw2ts6,5,0,0,0,0,0
waweewkent,"2020-07-20 10:00:34",swzw2ts6,5,0,0,0,0,0
xwta6fd2ea,"2020-07-20 10:02:17",swzw2ts6,5,0,0,0,0,0
dk74f4ssz4,"2020-07-20 10:09:52",swzw2ts6,0,0,0,0,0,0
xtwch3h796,"2020-07-20 10:15:14",swzw2ts6,5,0,0,0,0,0
sn4nm2tt9y,"2020-07-20 10:16:16",swzw2ts6,5,3,1,1,1,1
s5es2d1r5a,"2020-07-20 10:18:40",swzw2ts6,5,0,0,0,0,0
19ps5a4ecx,"2020-07-20 10:22:00",swzw2ts6,5,5,3,3,3,3
npw4pc7zk5,"2020-07-20 10:23:03",swzw2ts6,5,0,0,0,0,0
xaw3fd765m,"2020-07-20 10:25:40",swzw2ts6,5,0,0,0,0,0
y677h6e57p,"2020-07-20 10:27:12",swzw2ts6,5,0,0,0,0,0
5mhs7hfczr,"2020-07-20 10:27:19",swzw2ts6,5,0,0,0,0,0
ksz2zp9rsd,"2020-07-20 10:28:14",swzw2ts6,0,0,0,0,0,0
kmak5yakf1,"2020-07-20 10:30:15",swzw2ts6,5,0,0,0,0,0
syzrcrkrs3,"2020-07-20 11:15:59",swzw2ts6,5,0,0,0,0,0
cff2rnt116,"2020-07-20 11:26:55",swzw2ts6,0,3,4,5,0,0
7ezxxn3a7m,"2020-07-20 11:37:04",swzw2ts6,5,2,2,3,0,1
4yzz5zmcrc,"2020-07-20 11:56:00",swzw2ts6,5,0,0,0,0,0
3ty9kyh541,"2020-07-20 11:58:55",swzw2ts6,5,4,3,2,2,3
khtamx5ty9,"2020-07-20 12:17:54",swzw2ts6,3,5,1,1,1,2
2etknt31sn,"2020-07-20 12:57:05",swzw2ts6,5,0,0,0,0,0
73pkmhkhzd,"2020-07-20 13:12:58",swzw2ts6,5,0,0,0,0,0
z35kfhswwe,"2020-07-20 13:14:01",swzw2ts6,5,0,0,0,0,0
xtecnwc71m,"2020-07-20 13:21:24",swzw2ts6,5,4,0,2,0,0
nz166dsk2p,"2020-07-20 13:22:09",swzw2ts6,5,0,0,0,0,0
hnwyc31rfd,"2020-07-20 13:45:33",swzw2ts6,5,0,0,0,0,0
za1f1z4cw4,"2020-07-20 13:53:07",swzw2ts6,0,0,0,5,0,0
ws9f65ztdc,"2020-07-20 13:58:04",swzw2ts6,5,0,0,0,0,0
yexcwhwhtp,"2020-07-20 14:03:18",swzw2ts6,5,0,0,0,0,0
3w9nmzpm1f,"2020-07-20 14:03:48",swzw2ts6,5,0,0,0,0,0
n45dmt7cyz,"2020-07-20 15:19:45",swzw2ts6,0,0,0,0,0,0
yk9edh2k2n,"2020-07-20 15:27:22",swzw2ts6,5,0,0,0,0,0
wssdkse9h5,"2020-07-20 15:47:47",swzw2ts6,5,0,0,0,0,0
afsdf7z3ck,"2020-07-20 17:04:11",swzw2ts6,5,3,0,0,0,0
ts24axyss3,"2020-07-20 17:09:38",swzw2ts6,0,0,0,0,0,0
ye2w24zf5k,"2020-07-20 17:19:07",swzw2ts6,5,1,0,2,0,0
cf332kxczc,"2020-07-20 17:25:45",swzw2ts6,4,3,2,3,5,1
rk2m3zsdtm,"2020-07-20 18:23:18",swzw2ts6,4,3,0,4,0,0
6praapx9dc,"2020-07-20 18:50:07",swzw2ts6,5,0,0,0,0,0
52myfrxfct,"2020-07-20 19:18:04",swzw2ts6,5,0,0,0,0,0
h36pa1e593,"2020-07-20 19:32:10",swzw2ts6,2,1,0,5,0,0
ekew5radry,"2020-07-20 19:42:44",swzw2ts6,0,5,0,0,0,0
awc4swsce4,"2020-07-20 19:52:42",swzw2ts6,5,0,0,0,4,0
7dmkdr1665,"2020-07-20 19:58:06",swzw2ts6,5,0,0,0,0,0
2peafkthse,"2020-07-20 19:58:21",swzw2ts6,5,0,0,0,0,0
kcp2r96arz,"2020-07-20 20:00:28",swzw2ts6,5,0,0,0,0,0
4hezxfdhzs,"2020-07-20 20:14:33",swzw2ts6,0,5,0,0,0,0
w2kaamr9n4,"2020-07-20 20:26:26",swzw2ts6,3,5,4,5,3,2
x61pa947a1,"2020-07-20 20:26:41",swzw2ts6,5,0,0,0,0,0
3hr2xp57f3,"2020-07-20 20:30:48",swzw2ts6,5,0,0,0,0,0
6k7yfrzny7,"2020-07-20 20:46:00",swzw2ts6,5,0,0,0,0,0
f7af666zkr,"2020-07-20 20:48:50",swzw2ts6,5,0,0,0,0,0
d771e5z17s,"2020-07-20 20:51:22",swzw2ts6,5,0,0,0,0,0
dp9ptx9kh2,"2020-07-20 21:00:30",swzw2ts6,5,0,0,0,0,0
5t79m3hk56,"2020-07-20 21:02:31",swzw2ts6,5,0,0,0,0,3
kysaftxm9z,"2020-07-20 21:08:29",swzw2ts6,5,2,1,2,2,1
d6z5z6sk2m,"2020-07-20 21:12:11",swzw2ts6,5,0,0,0,0,0
cekc3wsadm,"2020-07-20 21:19:17",swzw2ts6,5,0,0,0,0,0
d6dm264yyc,"2020-07-20 21:21:05",swzw2ts6,5,0,0,0,0,0
ch7t3tceky,"2020-07-20 21:21:14",swzw2ts6,5,0,0,0,0,0
sdf4smt9yc,"2020-07-20 21:31:32",swzw2ts6,0,5,0,1,3,0
6kwssrpttf,"2020-07-20 21:45:53",swzw2ts6,5,0,0,0,0,0
1fm9yn1596,"2020-07-20 21:49:31",swzw2ts6,5,0,0,0,0,3
cffmt57t41,"2020-07-20 21:55:55",swzw2ts6,5,0,0,0,0,0
drrknt7x6x,"2020-07-20 21:55:57",swzw2ts6,3,0,0,2,0,4
ymr7sr1tsr,"2020-07-20 21:58:01",swzw2ts6,5,0,0,0,0,0
463s6nshz6,"2020-07-20 21:58:06",swzw2ts6,5,0,0,0,0,0
wpfnxps9nh,"2020-07-20 22:06:30",swzw2ts6,5,0,0,1,0,0
kmwmcasmy5,"2020-07-20 22:20:08",swzw2ts6,5,0,0,0,0,0
xy2a419s5e,"2020-07-20 22:21:15",swzw2ts6,0,0,0,0,0,0
4kpt3m1cy3,"2020-07-20 22:36:05",swzw2ts6,5,0,0,0,0,0
5961p5s1ax,"2020-07-20 22:41:38",swzw2ts6,5,3,5,0,0,0
2a3anes6x2,"2020-07-20 22:48:16",swzw2ts6,5,4,1,1,1,1
chf3n24kd3,"2020-07-20 23:01:49",swzw2ts6,5,0,0,1,2,0
4aed1215fy,"2020-07-20 23:06:52",swzw2ts6,5,0,0,0,0,0
rf4xhsrn6d,"2020-07-20 23:30:15",swzw2ts6,5,0,0,0,0,0
2p1mrt5zsr,"2020-07-20 23:38:31",swzw2ts6,5,0,0,0,0,0
6a43dhp4c4,"2020-07-20 23:40:46",swzw2ts6,5,2,2,2,2,2
k6ntmra6ck,"2020-07-20 23:58:17",swzw2ts6,5,3,1,3,1,2
pz54ry7mt2,"2020-07-21 00:14:12",swzw2ts6,5,0,0,0,0,0
psedzt151x,"2020-07-21 00:16:25",swzw2ts6,5,0,0,0,0,0
pcwkeefea4,"2020-07-21 00:38:19",swzw2ts6,5,1,1,0,0,0
ws6nx5rhas,"2020-07-21 03:26:09",swzw2ts6,0,5,0,0,0,0
r91r3kz1s9,"2020-07-21 05:03:45",swzw2ts6,5,0,0,0,0,0
pccextkwky,"2020-07-21 05:51:56",swzw2ts6,5,0,0,0,0,0
e5epmya9x9,"2020-07-21 06:29:47",swzw2ts6,5,0,0,0,0,0
xfktwzhfr5,"2020-07-21 07:24:40",swzw2ts6,1,0,0,0,0,0
sws5ys2m9r,"2020-07-21 07:30:15",swzw2ts6,5,0,0,0,0,0
azn3xe7ed1,"2020-07-21 07:53:07",swzw2ts6,4,4,3,5,3,2
acx57kam91,"2020-07-21 07:57:19",swzw2ts6,5,0,0,0,0,0
dw1n1p1zk9,"2020-07-21 08:09:53",swzw2ts6,5,0,0,0,0,0
a7rhsd7ymn,"2020-07-21 08:22:43",swzw2ts6,5,0,0,0,0,0
h22xhnw2f6,"2020-07-21 08:24:52",swzw2ts6,5,5,5,5,5,0
e7r1h27nza,"2020-07-21 09:13:59",swzw2ts6,5,0,0,0,0,0
1c94dn9wz5,"2020-07-21 10:21:16",swzw2ts6,5,4,1,1,1,1
zaszzme7fa,"2020-07-21 12:38:58",swzw2ts6,5,0,1,1,1,1
5dzas9tm9a,"2020-07-21 12:55:13",swzw2ts6,0,5,0,0,0,0
fr1d9r2cf7,"2020-07-21 13:00:29",swzw2ts6,0,5,0,0,0,0
hh61prh37c,"2020-07-21 13:01:17",swzw2ts6,0,5,0,0,0,0
z74z53sacd,"2020-07-21 13:03:03",swzw2ts6,0,5,0,0,0,0
rcp3mxfyy4,"2020-07-21 13:04:22",swzw2ts6,0,5,0,0,0,0
2ft3k3add5,"2020-07-21 14:00:58",swzw2ts6,0,5,0,0,0,0
h7knpfn47k,"2020-07-21 14:08:37",swzw2ts6,0,3,4,5,0,0
6p724eax22,"2020-07-21 15:08:54",swzw2ts6,0,5,0,0,0,0
1h5m6m5kp1,"2020-07-21 15:14:36",swzw2ts6,5,0,0,0,0,0
9f2kw5p6e5,"2020-07-21 15:16:23",swzw2ts6,0,5,0,0,0,0
ertxzdkwde,"2020-07-21 15:18:35",swzw2ts6,5,0,0,0,0,0
kfpxe5ypmz,"2020-07-21 15:18:50",swzw2ts6,5,3,0,0,0,0
tcc7wcrewy,"2020-07-21 15:19:57",swzw2ts6,0,5,0,0,0,0
pwcmydd9ry,"2020-07-21 15:32:19",swzw2ts6,5,4,2,2,3,2
2nc5a2k4n2,"2020-07-21 15:44:46",swzw2ts6,0,5,0,0,0,0
1nfymf9dt9,"2020-07-21 15:52:51",swzw2ts6,0,0,0,5,0,0
r3m41cecsn,"2020-07-21 15:53:25",swzw2ts6,0,5,0,0,0,0
y9em7af7xs,"2020-07-21 16:03:32",swzw2ts6,0,5,0,0,0,0
eay6watacy,"2020-07-21 16:38:24",swzw2ts6,5,0,0,0,0,0
mzn2s4ad7x,"2020-07-21 16:43:00",swzw2ts6,0,5,0,0,0,0
4ry4nye74k,"2020-07-21 16:55:10",swzw2ts6,5,0,0,0,0,0
cnte4amhpd,"2020-07-21 16:57:17",swzw2ts6,0,0,0,5,0,0
er4a54z6ya,"2020-07-21 17:00:26",swzw2ts6,0,0,0,5,0,0
d69pkfa64w,"2020-07-21 17:06:33",swzw2ts6,5,0,0,0,0,0
4t6wse4x61,"2020-07-21 17:12:45",swzw2ts6,5,0,0,0,0,0
51cycez1p9,"2020-07-21 17:34:32",swzw2ts6,2,3,1,5,1,1
m6zf2554kx,"2020-07-21 17:41:58",swzw2ts6,5,0,0,0,0,0
kfazfxcxph,"2020-07-21 17:57:46",swzw2ts6,5,3,0,4,0,0
f2cchaxrsn,"2020-07-21 18:13:18",swzw2ts6,0,3,2,5,1,1
x5k99tdy4c,"2020-07-21 18:50:18",swzw2ts6,3,5,0,3,0,2
aps73fy77m,"2020-07-21 19:16:12",swzw2ts6,0,0,0,5,0,0
he45nfzss4,"2020-07-21 19:51:05",swzw2ts6,5,0,0,0,0,0
amn6ndd1z5,"2020-07-21 19:58:50",swzw2ts6,5,3,4,3,1,1
4yey7dnr4m,"2020-07-21 20:10:38",swzw2ts6,5,0,0,0,0,0
4w5ecte279,"2020-07-21 20:17:08",swzw2ts6,5,0,0,0,0,0
19yxcw1h6z,"2020-07-21 21:06:25",swzw2ts6,5,0,0,0,0,0
21fan3ynff,"2020-07-21 21:10:59",swzw2ts6,5,0,0,0,0,0
dd3ntkepfk,"2020-07-21 21:37:21",swzw2ts6,5,4,1,1,0,3
aty4r9p3kr,"2020-07-21 21:41:21",swzw2ts6,0,0,0,0,5,0
tm312asa27,"2020-07-21 21:57:55",swzw2ts6,5,0,0,0,0,0
6drazkya17,"2020-07-21 22:24:09",swzw2ts6,4,0,2,5,4,1
59tnpa5e25,"2020-07-21 22:30:34",swzw2ts6,2,3,2,5,1,3
xp32e2rw33,"2020-07-21 22:31:19",swzw2ts6,5,0,0,0,0,0
3enp5hfnp7,"2020-07-21 22:31:43",swzw2ts6,5,0,0,0,0,0
axket7spd9,"2020-07-21 23:01:40",swzw2ts6,5,0,0,0,0,0
5htmhwdt77,"2020-07-22 01:04:42",swzw2ts6,0,0,0,0,0,0
fw4ar5fstt,"2020-07-22 05:42:50",swzw2ts6,0,5,0,0,0,0
2dn6c5ap4h,"2020-07-22 06:25:13",swzw2ts6,0,5,0,0,0,0
nhzmh96w7c,"2020-07-22 09:40:21",swzw2ts6,5,5,0,0,0,0
c141xtsp7z,"2020-07-22 10:11:55",swzw2ts6,5,0,0,0,0,0
6r151e2d52,"2020-07-22 10:27:06",swzw2ts6,5,0,0,0,0,0
rcdra67kzz,"2020-07-22 10:32:23",swzw2ts6,4,0,0,0,0,0
h1tckd664z,"2020-07-22 10:35:09",swzw2ts6,5,0,0,0,0,0
zzhhfrp9s7,"2020-07-22 10:37:17",swzw2ts6,4,3,3,4,3,0
p9m67shrnn,"2020-07-22 10:37:58",swzw2ts6,5,1,1,1,1,3
w1h319f9tm,"2020-07-22 10:42:15",swzw2ts6,5,0,0,0,0,0
f67extr7wc,"2020-07-22 11:00:09",swzw2ts6,5,0,0,0,0,0
zm42n2wyh1,"2020-07-22 11:22:25",swzw2ts6,5,0,0,0,0,0
adw7mrrcfs,"2020-07-22 12:58:12",swzw2ts6,5,0,0,0,0,0
xe6x4r511c,"2020-07-22 13:58:50",swzw2ts6,5,0,0,0,0,0
myyp4n345w,"2020-07-22 14:52:02",swzw2ts6,5,0,0,0,0,0
3xrm4w27hz,"2020-07-22 16:01:27",swzw2ts6,5,1,1,1,1,1
1mewh9ea2n,"2020-07-22 16:17:53",swzw2ts6,5,0,0,0,0,0
t2cde4p13h,"2020-07-22 17:09:58",swzw2ts6,5,0,0,0,0,0
6cmr74da22,"2020-07-22 18:02:06",swzw2ts6,5,0,0,0,0,0
7at4yezyha,"2020-07-22 18:58:50",swzw2ts6,5,0,0,5,3,0
rfe451eeyw,"2020-07-22 19:25:35",swzw2ts6,5,4,0,4,0,0
cs6254rcmw,"2020-07-22 19:55:25",swzw2ts6,5,0,0,0,0,0
7mrhhcx4k5,"2020-07-22 23:09:24",swzw2ts6,5,0,0,0,0,0
2f9ty5cwzt,"2020-07-22 23:12:04",swzw2ts6,5,0,0,0,0,0
6khd1dh2fr,"2020-07-23 00:24:14",swzw2ts6,5,0,0,0,0,0
wz93eczmyy,"2020-07-23 03:48:25",swzw2ts6,5,0,0,0,0,0
2767md7dsr,"2020-07-23 11:02:55",swzw2ts6,5,0,0,0,0,0
96wht2n71w,"2020-07-23 19:24:29",swzw2ts6,5,0,0,0,0,5
wexx95mx2p,"2020-07-23 19:51:29",swzw2ts6,5,5,0,5,0,0
wze6yrzckm,"2020-07-23 21:51:06",swzw2ts6,4,5,0,3,0,0
hedr7477aa,"2020-07-23 21:52:37",swzw2ts6,5,0,0,0,0,0
x9f4sxh7tt,"2020-07-23 22:46:51",swzw2ts6,5,0,0,0,0,0
m9cm7zz4fa,"2020-07-23 22:48:24",swzw2ts6,5,5,0,5,3,0
p3xhhmpn1y,"2020-07-23 22:56:20",swzw2ts6,5,3,0,0,0,0
ed4922hfk2,"2020-07-23 23:11:42",swzw2ts6,5,0,0,0,0,0
y19pzph3h9,"2020-07-23 23:14:12",swzw2ts6,5,3,2,3,4,2
2yndcrs2cd,"2020-07-24 01:12:49",swzw2ts6,0,0,0,5,0,0
mw5cmyed27,"2020-07-24 06:17:50",swzw2ts6,5,0,0,0,0,0
zhe175hynd,"2020-07-24 07:12:44",swzw2ts6,5,0,0,0,0,0
1a2c4n27w3,"2020-07-24 07:29:52",swzw2ts6,5,0,0,0,0,0
fsk56tk1p5,"2020-07-24 09:09:10",swzw2ts6,5,0,0,0,0,0
673n6nd2y6,"2020-07-24 09:52:49",swzw2ts6,5,0,0,0,0,0
cmnm35h53x,"2020-07-25 07:48:41",swzw2ts6,5,0,0,0,0,0
61mhr3annp,"2020-07-25 07:49:41",swzw2ts6,5,0,0,0,0,0
mdnyxryhne,"2020-07-25 08:35:05",swzw2ts6,5,0,0,0,0,0
my4na6me57,"2020-07-25 22:33:24",swzw2ts6,1,0,0,5,0,0
tfmyeedxra,"2020-07-26 00:14:01",swzw2ts6,5,0,0,0,0,0
a4hkrz14w1,"2020-07-26 06:18:44",swzw2ts6,0,0,0,5,0,0
cp6we4cx34,"2020-07-26 11:18:31",swzw2ts6,5,0,0,0,0,0
mykh95c6cx,"2020-07-26 11:58:20",swzw2ts6,5,2,0,0,0,3
pmy71xftff,"2020-07-26 12:02:07",swzw2ts6,5,0,0,0,0,0
kmpd7ytt9c,"2020-07-26 13:39:42",swzw2ts6,4,2,1,5,0,3
zxwzw4ctaz,"2020-07-27 10:46:04",swzw2ts6,5,0,0,0,0,0
9syfw2wxzn,"2020-07-27 10:47:58",swzw2ts6,5,3,0,2,0,0
33m724h1rf,"2020-07-27 10:48:14",swzw2ts6,5,4,3,4,3,3
277x5zp92p,"2020-07-27 10:49:39",swzw2ts6,4,0,0,0,0,0
mxfdsknyc3,"2020-07-27 10:53:36",swzw2ts6,4,0,2,5,1,0
p5wzncsm7m,"2020-07-27 10:54:27",swzw2ts6,2,3,5,4,1,0
wc3ys3whz4,"2020-07-27 10:55:50",swzw2ts6,0,3,1,5,0,0
kc446f13m1,"2020-07-27 11:14:11",swzw2ts6,5,4,5,3,2,0
53acxp9rhz,"2020-07-27 11:20:44",swzw2ts6,4,4,0,5,0,0
k624x1x5ea,"2020-07-27 12:04:50",swzw2ts6,0,3,0,5,0,0
zdmwe3m2x1,"2020-07-27 12:28:09",swzw2ts6,5,0,0,4,0,0
6er4affmtx,"2020-07-27 12:36:26",swzw2ts6,5,0,0,0,0,0
92s969hzas,"2020-07-27 15:09:47",swzw2ts6,5,5,0,5,0,0
1yh54ra2ek,"2020-07-27 15:37:15",swzw2ts6,5,0,4,0,0,0
dzkdkc1y2r,"2020-07-27 18:13:40",swzw2ts6,5,0,0,0,0,0
cfayhkn93r,"2020-07-27 19:24:13",swzw2ts6,5,0,0,0,0,0
6255fkyw2w,"2020-07-27 20:15:23",swzw2ts6,5,4,0,3,0,0
xdewpf6e9k,"2020-07-27 20:52:44",swzw2ts6,5,0,0,0,0,0
5dtx533tkp,"2020-07-27 21:28:23",swzw2ts6,5,0,0,2,2,0
ep725hppzk,"2020-07-27 21:35:32",swzw2ts6,5,0,0,0,0,0
a53eytsnn4,"2020-07-27 21:55:11",swzw2ts6,5,0,0,0,0,0
x4h6p51ta2,"2020-07-27 22:39:21",swzw2ts6,5,0,0,0,0,0
c5ycxn49ya,"2020-07-28 00:17:59",swzw2ts6,5,0,0,0,0,0
mm25k2dfzh,"2020-07-28 05:40:42",swzw2ts6,5,3,0,4,0,0
sest3fw767,"2020-07-28 06:23:29",swzw2ts6,0,5,0,0,0,0
5an3y9hxz6,"2020-07-28 07:16:10",swzw2ts6,5,0,0,0,0,0
ftmtscap5f,"2020-07-28 09:24:10",swzw2ts6,5,0,0,0,0,0
az4t5sef6s,"2020-07-28 21:58:28",swzw2ts6,5,0,0,0,0,0
r4w69139tw,"2020-07-29 07:11:49",swzw2ts6,5,4,0,4,0,0
4dtsf3m5yt,"2020-07-29 11:23:17",swzw2ts6,0,1,0,0,0,0
3s1y2wte9z,"2020-07-29 13:15:34",swzw2ts6,5,2,2,4,1,1
