voterID,voteTime,pollID,"Loren Culp","Tim Eyman","Phil Fortunato","Joshua Freed","Raul Garcia","Anton Sakharov"
41sy95hzpx,"2020-07-17 22:17:44",swzw2ts6,5,0,0,0,0,0
k2m1fyfm6h,"2020-07-17 22:18:36",swzw2ts6,5,4,1,1,1,1
64rcn5a1xk,"2020-07-17 22:19:47",swzw2ts6,5,0,0,0,0,0
pwafryxch4,"2020-07-17 22:26:23",swzw2ts6,5,0,0,0,0,0
ntm9mnmw2z,"2020-07-17 22:26:40",swzw2ts6,5,0,0,0,0,0
x5ddwswtfp,"2020-07-17 22:27:27",swzw2ts6,5,0,0,0,0,0
f32sxen572,"2020-07-17 22:27:51",swzw2ts6,5,0,0,0,0,0
cm3mkm37pn,"2020-07-17 22:28:41",swzw2ts6,5,0,0,0,0,0
ctf7whaer1,"2020-07-17 22:34:16",swzw2ts6,5,0,0,1,2,0
f5eme1t1hr,"2020-07-17 22:35:57",swzw2ts6,5,0,0,0,0,0
69ehdw464p,"2020-07-17 22:37:53",swzw2ts6,5,2,1,2,1,0
6s4ndf3w47,"2020-07-17 22:38:47",swzw2ts6,5,0,0,1,0,0
75s2tp4w7r,"2020-07-17 22:42:22",swzw2ts6,5,0,0,0,0,0
z93ynxh2rm,"2020-07-17 22:43:30",swzw2ts6,5,0,0,0,0,0
ndfedr2145,"2020-07-17 22:43:54",swzw2ts6,5,1,0,0,0,2
535yst5nat,"2020-07-17 22:43:58",swzw2ts6,5,0,0,0,0,0
6fx6dx1544,"2020-07-17 22:47:39",swzw2ts6,5,0,0,0,0,0
6ydms1zy11,"2020-07-17 22:56:52",swzw2ts6,5,0,0,0,0,0
hhy4a4hnw2,"2020-07-17 22:58:47",swzw2ts6,5,0,0,0,0,0
456rte9w4e,"2020-07-17 23:03:20",swzw2ts6,5,2,3,2,2,2
49f34fapmt,"2020-07-17 23:04:34",swzw2ts6,5,0,0,0,0,0
tc55nrttff,"2020-07-17 23:09:56",swzw2ts6,5,0,0,0,0,0
cxcpe446sc,"2020-07-17 23:15:21",swzw2ts6,5,0,0,0,0,0
szt2xdna7r,"2020-07-17 23:16:42",swzw2ts6,1,0,0,0,0,0
7hn5ke269z,"2020-07-17 23:17:36",swzw2ts6,5,0,0,1,0,0
d2nr2snar3,"2020-07-17 23:18:57",swzw2ts6,5,0,0,0,0,0
dtskwzxnd6,"2020-07-17 23:20:05",swzw2ts6,5,2,3,0,1,4
zpayz4fs37,"2020-07-17 23:25:37",swzw2ts6,0,0,0,0,0,0
7e63zef3th,"2020-07-17 23:27:43",swzw2ts6,5,0,0,0,0,0
dp6da3dwk2,"2020-07-17 23:33:12",swzw2ts6,5,0,0,0,5,0
64e5kremk9,"2020-07-17 23:43:28",swzw2ts6,4,3,2,5,0,0
am962ep6pd,"2020-07-17 23:49:57",swzw2ts6,5,0,0,0,0,0
r9hr9tx2pr,"2020-07-18 00:37:58",swzw2ts6,5,3,0,4,2,0
ntwdxk9kxk,"2020-07-18 01:02:47",swzw2ts6,5,0,0,3,0,0
zk2xds4d6f,"2020-07-18 01:06:47",swzw2ts6,5,1,5,0,0,0
t3p6172fc7,"2020-07-18 01:08:03",swzw2ts6,5,0,0,0,0,0
2nk6w615ds,"2020-07-18 01:11:04",swzw2ts6,0,0,0,0,0,0
mhz9e5rwwd,"2020-07-18 03:36:35",swzw2ts6,5,0,0,0,0,0
zf77d49p71,"2020-07-18 04:26:19",swzw2ts6,5,0,0,0,0,0
m24mzf2479,"2020-07-18 04:34:42",swzw2ts6,5,0,0,0,0,0
ar3sf42496,"2020-07-18 04:40:19",swzw2ts6,5,0,0,0,0,0
s7mztka916,"2020-07-18 05:40:44",swzw2ts6,5,0,0,0,0,0
p7147zdram,"2020-07-18 05:42:28",swzw2ts6,5,0,0,0,0,0
xhr1zeht5m,"2020-07-18 06:00:34",swzw2ts6,5,0,0,0,0,0
p6na7c134k,"2020-07-18 06:12:35",swzw2ts6,5,0,0,0,1,0
tfmw9dt9yd,"2020-07-18 06:28:31",swzw2ts6,5,0,0,0,0,0
96ahammac9,"2020-07-18 06:32:38",swzw2ts6,5,4,1,1,1,1
2ywzdz56df,"2020-07-18 06:34:34",swzw2ts6,5,0,0,0,0,0
csez1cmr1w,"2020-07-18 06:50:43",swzw2ts6,5,0,0,0,0,0
4rsny2dc9a,"2020-07-18 06:55:00",swzw2ts6,5,0,0,1,0,0
164f3k734a,"2020-07-18 06:55:30",swzw2ts6,5,0,0,0,0,0
1ssm29nka1,"2020-07-18 06:57:21",swzw2ts6,5,0,0,0,0,0
tfp9mwehcz,"2020-07-18 06:57:27",swzw2ts6,5,0,0,0,0,0
tarxw966yc,"2020-07-18 07:00:10",swzw2ts6,5,0,0,0,0,0
m7kasrkkak,"2020-07-18 07:01:44",swzw2ts6,5,0,0,0,0,0
9fts7ekkmy,"2020-07-18 07:31:02",swzw2ts6,5,0,0,0,0,0
xa2pzmtda1,"2020-07-18 07:34:14",swzw2ts6,5,2,2,3,3,2
522ppszxzc,"2020-07-18 07:35:48",swzw2ts6,5,0,0,0,0,0
7e9ya9256t,"2020-07-18 07:38:23",swzw2ts6,5,1,0,0,0,0
5xrdkpy922,"2020-07-18 07:40:19",swzw2ts6,5,2,1,1,1,2
9stp4ew2pm,"2020-07-18 07:44:44",swzw2ts6,4,3,0,0,0,0
ckwfahmht1,"2020-07-18 07:53:53",swzw2ts6,5,0,0,0,0,0
2s54z25s1e,"2020-07-18 07:56:00",swzw2ts6,5,0,0,0,0,0
ass9py33hm,"2020-07-18 08:01:25",swzw2ts6,5,0,0,0,0,0
yprp2arpxx,"2020-07-18 08:07:56",swzw2ts6,5,1,0,4,3,0
s7wy6yyy3r,"2020-07-18 08:09:24",swzw2ts6,1,0,0,0,0,0
cn3wfa6pwy,"2020-07-18 08:17:37",swzw2ts6,5,0,0,0,0,0
tfy615amam,"2020-07-18 08:21:10",swzw2ts6,5,4,3,0,2,1
ptsf9zwsmd,"2020-07-18 08:26:49",swzw2ts6,5,0,0,0,0,0
khnyy2erf9,"2020-07-18 08:33:05",swzw2ts6,5,0,0,0,0,0
h2mcdztt75,"2020-07-18 08:49:49",swzw2ts6,5,0,0,0,0,0
ec9z7mmras,"2020-07-18 08:53:04",swzw2ts6,5,0,0,0,0,0
4n51y3efxr,"2020-07-18 08:55:13",swzw2ts6,5,0,0,0,0,0
22xzxxhdfn,"2020-07-18 09:10:05",swzw2ts6,0,0,0,0,0,0
fh22tahmte,"2020-07-18 09:10:19",swzw2ts6,5,0,0,0,0,0
sk5syhm6h1,"2020-07-18 09:12:49",swzw2ts6,5,0,0,0,0,0
7ddy6nrxn1,"2020-07-18 09:15:00",swzw2ts6,5,0,0,0,0,0
3dhpdtc5wf,"2020-07-18 09:23:41",swzw2ts6,5,0,0,0,0,0
3khymcntxw,"2020-07-18 09:36:19",swzw2ts6,5,3,0,3,3,0
ck127kr2r1,"2020-07-18 09:41:38",swzw2ts6,5,0,0,0,0,0
p239srzker,"2020-07-18 10:13:18",swzw2ts6,5,3,0,0,0,0
pzasf6zs7x,"2020-07-18 10:14:58",swzw2ts6,5,0,0,0,0,0
mce4c1ctcc,"2020-07-18 10:16:40",swzw2ts6,5,0,0,0,0,0
1449ews2f2,"2020-07-18 10:22:51",swzw2ts6,5,0,0,4,0,0
22dn3yp6n1,"2020-07-18 10:36:29",swzw2ts6,5,0,0,0,0,0
22997mh243,"2020-07-18 10:58:00",swzw2ts6,5,0,0,0,0,0
wz1zmcxp1a,"2020-07-18 11:11:53",swzw2ts6,5,0,0,0,0,0
py1x9tdak7,"2020-07-18 11:17:20",swzw2ts6,5,0,0,0,0,0
r5we5r97ke,"2020-07-18 11:33:41",swzw2ts6,5,0,0,0,0,2
66fyck4mzs,"2020-07-18 12:02:01",swzw2ts6,5,0,0,0,0,0
96dayrtm14,"2020-07-18 12:08:24",swzw2ts6,5,3,1,4,2,0
5d74fnn2c6,"2020-07-18 12:08:33",swzw2ts6,5,0,0,0,0,0
fdawdk9h6h,"2020-07-18 12:13:11",swzw2ts6,0,0,0,0,0,0
n1dsh3wt5d,"2020-07-18 12:19:51",swzw2ts6,3,5,0,0,0,0
ne49x2n1ty,"2020-07-18 12:22:34",swzw2ts6,5,4,0,0,0,0
tw49we9rwn,"2020-07-18 12:34:43",swzw2ts6,5,0,0,0,0,0
m2hy42tphc,"2020-07-18 12:51:26",swzw2ts6,5,0,0,0,0,0
dpe31wdk1p,"2020-07-18 12:58:26",swzw2ts6,0,0,0,0,0,0
ac51975k9s,"2020-07-18 13:49:21",swzw2ts6,5,0,0,0,0,0
hm9y9fe3at,"2020-07-18 13:50:35",swzw2ts6,5,3,5,3,0,3
esd5z9f3kf,"2020-07-18 14:07:58",swzw2ts6,5,0,0,0,0,0
a3m454kk4y,"2020-07-18 14:14:13",swzw2ts6,5,2,1,2,1,1
ryt5wzn2x1,"2020-07-18 14:17:04",swzw2ts6,5,4,1,1,1,2
fzh2dnm3p1,"2020-07-18 14:27:03",swzw2ts6,5,0,0,0,0,0
2zweapmcz1,"2020-07-18 14:31:50",swzw2ts6,5,0,0,0,0,0
xmyps9ex2e,"2020-07-18 14:44:09",swzw2ts6,2,5,1,4,2,4
t3yr7w5nek,"2020-07-18 14:46:06",swzw2ts6,5,0,0,0,2,2
ww4d9447xk,"2020-07-18 14:53:26",swzw2ts6,5,0,0,0,0,0
zke9xtw66t,"2020-07-18 15:01:05",swzw2ts6,5,0,0,0,0,0
4dc62zrdex,"2020-07-18 15:02:25",swzw2ts6,5,0,0,0,0,0
x7wn4pzs7d,"2020-07-18 15:11:13",swzw2ts6,5,0,0,0,0,0
h7edpz6tna,"2020-07-18 15:17:25",swzw2ts6,2,3,3,4,4,2
nskdns941e,"2020-07-18 15:18:43",swzw2ts6,0,0,0,0,0,0
c5cr1feyp3,"2020-07-18 15:44:36",swzw2ts6,5,0,0,0,0,0
7yz17994sh,"2020-07-18 15:49:53",swzw2ts6,5,1,1,0,1,1
np923rss75,"2020-07-18 15:52:41",swzw2ts6,5,0,0,0,0,0
42ryr7et5w,"2020-07-18 15:55:40",swzw2ts6,5,0,0,0,0,0
yssapwsyre,"2020-07-18 15:56:38",swzw2ts6,5,0,0,0,0,0
wt4dccm5s7,"2020-07-18 15:59:48",swzw2ts6,5,0,0,0,0,0
f946pp1yhs,"2020-07-18 16:00:49",swzw2ts6,5,0,0,0,0,0
apat3hkf1r,"2020-07-18 16:02:42",swzw2ts6,5,0,0,0,0,0
7sxe97zt65,"2020-07-18 16:08:44",swzw2ts6,5,0,0,0,0,0
wnr61t9p7h,"2020-07-18 16:11:07",swzw2ts6,5,4,0,0,0,0
rfyh764ann,"2020-07-18 16:14:55",swzw2ts6,5,0,0,0,0,0
tepnrt9rm3,"2020-07-18 16:17:48",swzw2ts6,5,0,0,0,0,0
kznxdwxtn1,"2020-07-18 16:24:05",swzw2ts6,5,2,3,4,1,0
6p17kcns1t,"2020-07-18 16:27:59",swzw2ts6,5,0,0,0,0,0
9hys1fptfk,"2020-07-18 16:31:07",swzw2ts6,5,0,0,0,0,0
2a3kheesnm,"2020-07-18 16:32:57",swzw2ts6,5,0,0,0,0,0
s3936exp5f,"2020-07-18 16:44:31",swzw2ts6,5,3,0,4,0,1
fwf6r37p7t,"2020-07-18 16:47:45",swzw2ts6,5,2,1,1,2,1
6s6wp2zkaw,"2020-07-18 16:58:19",swzw2ts6,5,0,0,0,0,0
krtme2mtmn,"2020-07-18 17:00:12",swzw2ts6,5,0,0,0,0,0
ra5hddyf17,"2020-07-18 17:00:13",swzw2ts6,5,3,1,3,2,3
1fp135dymz,"2020-07-18 17:01:58",swzw2ts6,1,0,0,0,0,0
7zke7sm5ct,"2020-07-18 17:04:12",swzw2ts6,0,0,0,5,0,0
az63crpazs,"2020-07-18 17:08:29",swzw2ts6,5,0,0,0,5,0
16p3p4hzx4,"2020-07-18 17:19:02",swzw2ts6,5,0,0,0,0,0
n427py12xf,"2020-07-18 17:25:27",swzw2ts6,5,0,0,5,0,0
5xn4y75mmy,"2020-07-18 17:26:54",swzw2ts6,5,0,0,5,0,0
hx6ashtp56,"2020-07-18 17:32:39",swzw2ts6,5,0,0,0,0,0
tdkhepa6yw,"2020-07-18 17:32:59",swzw2ts6,5,3,3,4,1,1
rcahrty5m2,"2020-07-18 17:34:31",swzw2ts6,5,0,0,0,0,0
z4s4zccx2a,"2020-07-18 17:40:17",swzw2ts6,5,3,0,4,0,0
zwypsmw62t,"2020-07-18 17:41:08",swzw2ts6,5,5,0,0,0,0
syac61sxwx,"2020-07-18 17:42:29",swzw2ts6,5,0,0,0,0,0
c6y3t61zfs,"2020-07-18 17:44:57",swzw2ts6,5,0,0,0,0,0
kx1cpsf15d,"2020-07-18 17:48:00",swzw2ts6,0,0,0,5,0,0
9h51tm3h76,"2020-07-18 17:49:12",swzw2ts6,5,1,1,2,1,1
fd1aky62xh,"2020-07-18 17:51:46",swzw2ts6,5,0,0,0,0,0
tnr2sf3ccd,"2020-07-18 17:56:44",swzw2ts6,5,0,0,0,0,0
3e7kta2ax6,"2020-07-18 17:57:18",swzw2ts6,5,0,3,3,4,0
z6xhphzxa1,"2020-07-18 18:07:14",swzw2ts6,5,0,0,0,0,0
r219cfttwm,"2020-07-18 18:19:25",swzw2ts6,5,0,0,0,0,0
nszcrh5y9w,"2020-07-18 18:25:41",swzw2ts6,1,0,0,0,0,0
nty9enakkm,"2020-07-18 18:30:16",swzw2ts6,5,0,0,0,0,0
t1ndz5yfk3,"2020-07-18 18:40:11",swzw2ts6,5,0,0,0,0,0
294xespa31,"2020-07-18 18:44:10",swzw2ts6,5,0,0,0,0,0
n6921mns4a,"2020-07-18 18:46:13",swzw2ts6,5,0,0,0,0,0
7nrzxsz136,"2020-07-18 18:47:09",swzw2ts6,0,0,0,0,0,0
6exh5npx1r,"2020-07-18 18:52:37",swzw2ts6,5,0,0,0,0,0
a7t7p13k3y,"2020-07-18 19:02:44",swzw2ts6,5,0,0,0,0,0
4afzfe7szd,"2020-07-18 19:05:01",swzw2ts6,5,0,0,0,0,0
4a6c6hf6xp,"2020-07-18 19:06:50",swzw2ts6,5,0,0,4,4,0
4zxna1e4ae,"2020-07-18 19:17:48",swzw2ts6,5,0,0,0,0,0
mamy5t1eeh,"2020-07-18 19:24:16",swzw2ts6,1,1,1,5,1,1
e2wf1e96ct,"2020-07-18 19:30:07",swzw2ts6,5,5,0,0,5,0
x3e65ehp61,"2020-07-18 19:42:43",swzw2ts6,5,0,0,0,0,0
rmsk6myphd,"2020-07-18 19:43:08",swzw2ts6,5,0,0,0,0,0
1rc6z72xa6,"2020-07-18 19:57:03",swzw2ts6,5,0,2,2,0,0
mmeypchz29,"2020-07-18 20:00:39",swzw2ts6,5,0,0,0,0,0
1yy124cktm,"2020-07-18 20:09:09",swzw2ts6,5,0,0,0,0,0
1npze7ysp1,"2020-07-18 20:15:30",swzw2ts6,5,0,0,0,0,0
xmhyxtefn2,"2020-07-18 20:22:19",swzw2ts6,5,0,0,0,0,0
1paep33c2y,"2020-07-18 20:36:19",swzw2ts6,5,0,0,0,0,0
pye692m29c,"2020-07-18 20:36:27",swzw2ts6,5,0,0,0,0,0
ry4w9sa7s7,"2020-07-18 20:38:39",swzw2ts6,5,0,0,0,0,0
eyr5h4k332,"2020-07-18 20:43:21",swzw2ts6,5,0,0,0,0,0
kaaep1ttan,"2020-07-18 20:45:16",swzw2ts6,5,0,0,0,0,0
pwxnx61at2,"2020-07-18 20:46:20",swzw2ts6,5,0,0,0,0,0
ye1kz5nf7x,"2020-07-18 21:29:38",swzw2ts6,5,0,1,1,0,0
413ddt6cpw,"2020-07-18 21:34:01",swzw2ts6,5,0,0,0,0,0
pxmantar92,"2020-07-18 21:51:17",swzw2ts6,5,0,0,0,0,0
t5n92y1ewm,"2020-07-18 22:06:49",swzw2ts6,3,4,2,3,0,0
eys7f6fc9t,"2020-07-18 22:17:09",swzw2ts6,5,0,0,0,0,0
7xepky7ffm,"2020-07-18 22:20:06",swzw2ts6,5,1,2,1,2,3
52n942knkd,"2020-07-18 22:20:42",swzw2ts6,5,5,0,0,0,0
nxtrnedeww,"2020-07-18 22:21:15",swzw2ts6,5,1,0,0,0,0
dpzy56eem6,"2020-07-18 22:23:55",swzw2ts6,5,0,0,0,0,0
wnf4emss54,"2020-07-18 22:27:56",swzw2ts6,5,0,0,0,0,0
ms7rakdx61,"2020-07-18 22:32:49",swzw2ts6,5,3,0,3,4,0
1z2mp59zcw,"2020-07-18 22:33:56",swzw2ts6,5,0,0,0,0,0
a5z32m5zdt,"2020-07-18 22:49:55",swzw2ts6,0,5,1,2,2,1
41wryctcan,"2020-07-18 23:00:41",swzw2ts6,5,0,0,0,0,0
7p22ey6trm,"2020-07-18 23:00:55",swzw2ts6,5,0,0,0,0,0
71nd47r2z7,"2020-07-18 23:04:19",swzw2ts6,5,3,1,1,1,2
tyt3xmp5nk,"2020-07-18 23:08:59",swzw2ts6,1,2,0,3,0,0
cyc3yhr6d9,"2020-07-18 23:27:28",swzw2ts6,5,0,0,0,0,0
k273swakr9,"2020-07-18 23:30:14",swzw2ts6,5,4,0,0,0,0
6ktmc2yme2,"2020-07-18 23:32:08",swzw2ts6,5,0,0,0,0,0
19k36yhpzh,"2020-07-19 00:07:43",swzw2ts6,5,0,0,0,0,0
sfrww91p1c,"2020-07-19 00:13:39",swzw2ts6,5,0,0,0,0,0
2ptpfh9szw,"2020-07-19 00:30:33",swzw2ts6,1,2,2,5,2,2
3dtp31m5y6,"2020-07-19 00:30:34",swzw2ts6,5,2,2,2,3,3
r3659sy1dh,"2020-07-19 00:37:15",swzw2ts6,0,0,0,0,0,0
fpk6shwnk2,"2020-07-19 00:41:25",swzw2ts6,5,0,0,0,0,0
kn3eksnyp1,"2020-07-19 00:44:30",swzw2ts6,5,0,0,0,0,0
ehy7nw9zpt,"2020-07-19 01:03:45",swzw2ts6,0,0,0,5,0,0
wrkyxcecss,"2020-07-19 01:22:04",swzw2ts6,5,0,0,0,0,0
fxc1a55dz5,"2020-07-19 01:22:21",swzw2ts6,5,1,0,0,0,0
waz9a1657m,"2020-07-19 01:31:14",swzw2ts6,5,0,0,0,0,0
19wrd144cf,"2020-07-19 01:48:12",swzw2ts6,5,0,0,0,0,0
y1h4rzs312,"2020-07-19 02:51:19",swzw2ts6,5,0,0,0,0,0
cwysw3fdfa,"2020-07-19 03:19:24",swzw2ts6,1,0,0,0,0,0
h2y721fpmt,"2020-07-19 03:35:46",swzw2ts6,5,0,0,0,0,0
w2z1w3ck46,"2020-07-19 04:21:08",swzw2ts6,5,0,0,0,0,0
dk3s5afcan,"2020-07-19 04:31:28",swzw2ts6,5,0,0,0,0,0
156dk9ewzd,"2020-07-19 04:58:59",swzw2ts6,5,0,0,0,0,0
p9hwnxetwa,"2020-07-19 05:26:01",swzw2ts6,5,0,0,0,0,0
7kdxwna25z,"2020-07-19 06:07:53",swzw2ts6,5,0,0,0,0,0
s5fcre6rfe,"2020-07-19 06:22:25",swzw2ts6,5,0,0,0,0,0
ewp22nzr1h,"2020-07-19 07:37:37",swzw2ts6,5,0,0,0,0,0
43tkra2xzn,"2020-07-19 08:04:04",swzw2ts6,5,0,0,0,0,0
754hedys3k,"2020-07-19 08:05:15",swzw2ts6,5,0,0,4,0,0
ttffps1zd6,"2020-07-19 08:11:27",swzw2ts6,5,3,1,1,2,2
h5kk6sc3wf,"2020-07-19 08:15:53",swzw2ts6,5,0,0,0,0,0
2ep4skxy6c,"2020-07-19 08:15:58",swzw2ts6,5,0,0,0,0,0
3xar3pa4p3,"2020-07-19 08:24:15",swzw2ts6,5,3,3,5,5,0
antz2rdzpa,"2020-07-19 08:26:24",swzw2ts6,5,0,0,0,0,0
heyxpce47a,"2020-07-19 08:39:17",swzw2ts6,5,0,0,0,0,0
hmtamh1rmz,"2020-07-19 08:50:55",swzw2ts6,5,0,0,0,0,0
6c4nzkw1cc,"2020-07-19 08:51:41",swzw2ts6,5,0,0,0,0,0
2xsc4prptp,"2020-07-19 08:57:44",swzw2ts6,5,0,0,0,0,0
t466w6s74t,"2020-07-19 09:02:55",swzw2ts6,5,5,1,0,0,0
ywmw4y9xxa,"2020-07-19 09:51:15",swzw2ts6,5,0,0,0,0,0
r4nckcnfw6,"2020-07-19 10:10:07",swzw2ts6,5,0,0,0,0,0
paeecwshns,"2020-07-19 10:13:57",swzw2ts6,5,0,0,0,0,1
fdt4r9dxpy,"2020-07-19 10:24:15",swzw2ts6,5,0,0,0,0,0
extydzxp47,"2020-07-19 10:47:42",swzw2ts6,5,0,0,0,0,0
2csafdz4a9,"2020-07-19 10:48:07",swzw2ts6,5,0,0,0,0,0
h9x52z4zdr,"2020-07-19 10:51:04",swzw2ts6,5,0,0,0,0,0
znmy6w52dy,"2020-07-19 11:01:28",swzw2ts6,5,0,0,0,0,0
n117dzzwh5,"2020-07-19 11:13:46",swzw2ts6,5,0,0,0,0,0
e7zhazcp69,"2020-07-19 11:14:42",swzw2ts6,5,0,0,0,0,0
dyd3e1czfn,"2020-07-19 11:15:20",swzw2ts6,5,0,0,0,0,0
mefdc9hs7x,"2020-07-19 11:16:03",swzw2ts6,5,0,0,0,0,0
y312th7xs1,"2020-07-19 11:16:51",swzw2ts6,5,0,0,0,0,0
9fh7hdyw1h,"2020-07-19 11:20:28",swzw2ts6,5,0,0,0,0,0
t2ewkyr4km,"2020-07-19 11:21:04",swzw2ts6,5,4,3,4,2,2
2xxynexmdx,"2020-07-19 11:23:18",swzw2ts6,5,0,0,0,0,0
yc7pr5k7p7,"2020-07-19 11:24:41",swzw2ts6,5,0,0,0,0,0
tw5xy6w441,"2020-07-19 11:25:39",swzw2ts6,5,0,0,0,0,0
sketyy9zz6,"2020-07-19 11:26:38",swzw2ts6,5,0,0,0,0,0
z7p6xyhhnk,"2020-07-19 11:29:53",swzw2ts6,5,0,0,0,0,0
w36xt93sc2,"2020-07-19 11:34:21",swzw2ts6,5,1,0,0,0,0
at4sx6yzdt,"2020-07-19 11:34:38",swzw2ts6,5,0,0,0,0,0
xm1s4mchw2,"2020-07-19 11:35:59",swzw2ts6,0,5,2,2,0,0
7fyxa7m3hp,"2020-07-19 11:38:41",swzw2ts6,0,0,0,0,0,0
fwxnnfsa97,"2020-07-19 11:38:48",swzw2ts6,5,0,0,0,0,0
6x4pd1cnme,"2020-07-19 11:40:20",swzw2ts6,5,0,0,0,0,0
reyy33p756,"2020-07-19 11:41:37",swzw2ts6,5,0,0,0,0,0
32wcsr7swe,"2020-07-19 11:42:40",swzw2ts6,5,0,0,0,0,0
3znx77thpk,"2020-07-19 11:45:52",swzw2ts6,5,1,2,3,2,2
3ymrkwhcm5,"2020-07-19 11:47:29",swzw2ts6,5,0,0,0,0,0
fpary4nz1t,"2020-07-19 11:51:23",swzw2ts6,5,0,0,0,0,0
rw1ywfet4e,"2020-07-19 11:53:36",swzw2ts6,5,2,0,1,0,0
f7fr6e3mhm,"2020-07-19 11:54:01",swzw2ts6,5,0,0,0,0,0
z7hmpady6h,"2020-07-19 11:55:27",swzw2ts6,5,0,0,0,0,0
h53xd3xan7,"2020-07-19 11:56:56",swzw2ts6,5,0,0,0,0,0
zn13xf5sy6,"2020-07-19 12:01:08",swzw2ts6,5,0,0,0,0,0
43mnmdrr4y,"2020-07-19 12:05:24",swzw2ts6,5,0,0,0,0,0
a4f45hc4ds,"2020-07-19 12:06:23",swzw2ts6,5,0,0,0,0,0
cy54ypdh46,"2020-07-19 12:08:25",swzw2ts6,5,0,0,0,0,0
6dx62yph2x,"2020-07-19 12:09:53",swzw2ts6,5,0,0,0,0,0
s3ersyhrea,"2020-07-19 12:10:05",swzw2ts6,5,0,0,0,0,0
6rrdcyzy6n,"2020-07-19 12:14:07",swzw2ts6,5,0,0,0,0,0
h7tewy3ssa,"2020-07-19 12:47:12",swzw2ts6,5,1,0,0,0,0
1thh2z36ed,"2020-07-19 12:47:57",swzw2ts6,5,0,0,0,0,0
ctc5stn4n7,"2020-07-19 12:52:24",swzw2ts6,5,0,0,0,0,0
2e3ax4m46y,"2020-07-19 13:02:09",swzw2ts6,5,0,0,0,0,0
n4f3sfmmpn,"2020-07-19 13:15:46",swzw2ts6,5,0,0,0,0,0
ez2yr1c4pz,"2020-07-19 13:16:32",swzw2ts6,5,0,0,0,0,0
e7f1334e46,"2020-07-19 13:20:35",swzw2ts6,0,0,0,0,0,0
mdek1e4et7,"2020-07-19 13:22:40",swzw2ts6,5,0,0,0,0,0
m22a9ycetz,"2020-07-19 13:23:26",swzw2ts6,5,0,0,5,0,0
sz1csh7rdn,"2020-07-19 13:26:13",swzw2ts6,5,0,0,0,0,0
z5494p9kyz,"2020-07-19 13:27:01",swzw2ts6,5,0,0,0,0,0
mnwwwcsent,"2020-07-19 13:30:06",swzw2ts6,5,0,0,0,0,0
2f5zntfhfw,"2020-07-19 13:32:45",swzw2ts6,5,0,0,0,0,0
5s34hcrt7s,"2020-07-19 13:33:15",swzw2ts6,5,2,0,0,0,0
7593x65f7z,"2020-07-19 13:33:16",swzw2ts6,0,0,0,0,0,0
s37yr9rnm7,"2020-07-19 13:34:08",swzw2ts6,5,0,0,0,0,0
e14xp2s5wh,"2020-07-19 13:34:52",swzw2ts6,5,0,0,0,0,0
6d9my6m1ze,"2020-07-19 13:37:07",swzw2ts6,0,0,0,5,0,0
ar2afzwk4x,"2020-07-19 13:37:27",swzw2ts6,5,0,0,0,0,0
1rx7nhsdex,"2020-07-19 13:40:39",swzw2ts6,5,2,1,2,1,1
zfx45hetxc,"2020-07-19 13:41:35",swzw2ts6,0,0,0,0,0,0
3fnxefr9z7,"2020-07-19 13:43:06",swzw2ts6,5,0,0,5,0,0
dtfzas6y6z,"2020-07-19 13:45:55",swzw2ts6,5,0,0,0,0,0
kserd52ndh,"2020-07-19 13:50:01",swzw2ts6,5,0,0,0,0,0
2zhrym2mpf,"2020-07-19 13:57:26",swzw2ts6,5,1,1,2,1,1
6mm5ptz3df,"2020-07-19 13:58:04",swzw2ts6,5,0,0,0,0,0
6p7fzs13h1,"2020-07-19 14:03:24",swzw2ts6,5,0,0,0,0,0
drsyn5atd5,"2020-07-19 14:05:20",swzw2ts6,5,0,3,2,0,0
1pncen5r13,"2020-07-19 14:05:32",swzw2ts6,5,0,0,0,0,0
dy6hcf5fa4,"2020-07-19 14:09:17",swzw2ts6,5,0,0,0,0,0
th596endc3,"2020-07-19 14:10:27",swzw2ts6,5,0,0,0,0,0
1ahazaa1s1,"2020-07-19 14:15:50",swzw2ts6,5,0,0,0,0,0
e4f2ac9kd4,"2020-07-19 14:24:45",swzw2ts6,5,0,0,0,0,0
pcfrwe6ys7,"2020-07-19 14:26:00",swzw2ts6,0,0,5,5,4,0
axy3zzrce5,"2020-07-19 14:28:53",swzw2ts6,5,3,1,1,1,0
64aa5rs3pt,"2020-07-19 14:31:52",swzw2ts6,5,0,0,0,0,0
daw2k4h7zn,"2020-07-19 14:32:38",swzw2ts6,5,2,1,5,3,1
khhaznchwa,"2020-07-19 14:38:32",swzw2ts6,4,0,1,1,3,1
9z2tepp4ws,"2020-07-19 14:47:19",swzw2ts6,5,0,0,0,0,0
zms7566sn6,"2020-07-19 15:04:28",swzw2ts6,5,0,0,0,0,0
p3xy5r2dp2,"2020-07-19 15:05:48",swzw2ts6,5,0,0,0,0,0
fk7amzk5wx,"2020-07-19 15:14:36",swzw2ts6,5,0,0,0,0,0
63ch3y1w1e,"2020-07-19 15:16:20",swzw2ts6,5,0,0,0,0,0
f17pyrwr36,"2020-07-19 15:17:02",swzw2ts6,5,0,0,0,0,0
2sc6ynnstm,"2020-07-19 15:20:04",swzw2ts6,5,1,1,0,0,0
