voterID,voteTime,pollID,"Judge Jim Gray","Jacob Hornberger","Adam Kokesh","Arvin Vohra","Dan Behrman","Jo Jorgensen","Brian Ellison","Erik Gerhardt","Jedidiah Hill","Keenan Dunham","John Monds","Kenneth Blevins","Louis Vanacore","Phil Gray","Sorinne Ardeleanu","Sam Robb","Souraya Faas","Steve Richey","Vermin Supreme"
tp9t24kyhh,"2020-05-16 19:42:09",dd1wc4yx,0,0,1,0,3,1,0,3,0,0,3,5,0,0,0,3,0,0,2
kyce49nesc,"2020-05-16 19:45:15",dd1wc4yx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
wc3ezk63zx,"2020-05-16 19:48:48",dd1wc4yx,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
yfp42h7n9z,"2020-05-16 20:00:36",dd1wc4yx,4,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
cpmkh35tkd,"2020-05-16 20:03:09",dd1wc4yx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
zzy5xxxtax,"2020-05-16 20:04:47",dd1wc4yx,1,2,3,0,4,4,1,3,1,1,1,4,1,1,1,4,1,1,4
1fza919ace,"2020-05-16 20:04:57",dd1wc4yx,5,0,3,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,4
ahfhm6r5pc,"2020-05-16 20:07:24",dd1wc4yx,4,5,5,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,4
n4r65tm3n7,"2020-05-16 20:09:17",dd1wc4yx,1,5,4,3,4,4,1,1,1,1,4,1,1,1,3,4,3,1,1
1anara9a6a,"2020-05-16 20:12:20",dd1wc4yx,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
6m3fsn7tdf,"2020-05-16 20:14:57",dd1wc4yx,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6mhm19arkn,"2020-05-16 20:16:07",dd1wc4yx,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6zd531rx43,"2020-05-16 20:20:03",dd1wc4yx,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6kx9edk23z,"2020-05-16 20:29:35",dd1wc4yx,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
x6nzztzm76,"2020-05-16 20:35:59",dd1wc4yx,5,4,4,0,2,3,0,0,0,0,3,0,0,0,0,0,2,0,5
d4mezzsk7r,"2020-05-16 20:38:24",dd1wc4yx,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpa5n653sz,"2020-05-16 21:02:00",dd1wc4yx,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
n5tzs9xd21,"2020-05-16 21:03:19",dd1wc4yx,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
zcmytxhtcy,"2020-05-16 21:06:44",dd1wc4yx,0,0,0,0,0,5,0,0,0,0,0,3,0,0,5,3,0,0,0
2w2rn4anfy,"2020-05-16 21:23:55",dd1wc4yx,5,0,1,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,2
5p4fxscdh6,"2020-05-16 21:42:10",dd1wc4yx,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
npwz4wca6k,"2020-05-16 21:44:36",dd1wc4yx,5,0,0,0,0,3,0,0,0,0,2,0,0,0,0,4,0,0,0
df9zra22mn,"2020-05-16 22:12:42",dd1wc4yx,5,4,3,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3
p4d5hc6xfm,"2020-05-16 22:14:40",dd1wc4yx,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
dwykhfhwx5,"2020-05-16 23:08:50",dd1wc4yx,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hapwfswac1,"2020-05-16 23:27:48",dd1wc4yx,5,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4
p1y3k1m49n,"2020-05-16 23:30:32",dd1wc4yx,2,5,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0
dw3xyfzckc,"2020-05-17 00:26:00",dd1wc4yx,2,1,3,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0
zpk5tar9f6,"2020-05-17 01:32:08",dd1wc4yx,5,3,3,0,2,4,1,1,1,1,2,1,1,1,1,1,1,1,4
pr7xwa9f23,"2020-05-17 01:56:27",dd1wc4yx,3,3,3,0,0,4,0,0,0,0,5,0,0,0,0,4,0,0,4
fpkxw2ecy4,"2020-05-17 02:52:12",dd1wc4yx,4,5,2,0,1,3,0,0,0,0,3,0,0,0,0,2,0,0,0
4ffm1w97tp,"2020-05-17 03:29:06",dd1wc4yx,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
da2ttymmn5,"2020-05-17 03:37:35",dd1wc4yx,5,3,1,1,2,3,2,3,3,2,2,2,2,3,1,3,1,3,1
trae5at1z4,"2020-05-17 03:48:29",dd1wc4yx,5,4,3,3,4,5,0,0,0,0,4,0,0,0,0,0,0,0,4
frp621aynt,"2020-05-17 03:49:59",dd1wc4yx,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ny9w27m6hd,"2020-05-17 04:02:40",dd1wc4yx,5,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3
hf77r5s1dk,"2020-05-17 04:10:41",dd1wc4yx,4,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
przw3ne2my,"2020-05-17 04:21:24",dd1wc4yx,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hzd269k5y7,"2020-05-17 04:31:22",dd1wc4yx,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
667hyzskx3,"2020-05-17 04:45:26",dd1wc4yx,3,1,4,1,4,2,2,1,1,1,1,1,1,3,1,1,1,1,5
cdfh3xsn4a,"2020-05-17 04:50:10",dd1wc4yx,2,5,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4
m4ek6s99cm,"2020-05-17 04:59:27",dd1wc4yx,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7tesdw66za,"2020-05-17 05:05:38",dd1wc4yx,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2ezkxd33x1,"2020-05-17 05:23:47",dd1wc4yx,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p3fmtcazee,"2020-05-17 05:28:13",dd1wc4yx,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23pfasm5a5,"2020-05-17 05:31:52",dd1wc4yx,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ch5hsp453n,"2020-05-17 05:42:33",dd1wc4yx,3,1,5,2,2,3,3,0,0,0,2,0,0,0,0,0,0,0,4
627rc33c72,"2020-05-17 05:46:19",dd1wc4yx,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3p6y7k9ntt,"2020-05-17 05:57:10",dd1wc4yx,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
z2z9fyzxh2,"2020-05-17 06:04:39",dd1wc4yx,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
z559m154dz,"2020-05-17 06:11:19",dd1wc4yx,0,4,4,2,3,3,0,0,0,0,0,0,0,0,0,4,0,0,0
3mm9w335p7,"2020-05-17 06:11:41",dd1wc4yx,5,0,2,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0
6ncx4cnt6s,"2020-05-17 06:15:19",dd1wc4yx,5,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
16r1xm4sre,"2020-05-17 06:15:49",dd1wc4yx,5,0,0,0,0,5,0,0,0,0,5,0,0,0,0,5,0,0,0
n45t32nfe7,"2020-05-17 06:17:18",dd1wc4yx,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5
336k7f93tp,"2020-05-17 06:20:13",dd1wc4yx,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
hm9csxdksz,"2020-05-17 06:20:21",dd1wc4yx,5,2,4,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0
hfrrtantr5,"2020-05-17 06:24:13",dd1wc4yx,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
w2te62wzdk,"2020-05-17 06:33:23",dd1wc4yx,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
m43zk64xf9,"2020-05-17 06:39:46",dd1wc4yx,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
3sdrt51kns,"2020-05-17 06:45:12",dd1wc4yx,4,5,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1
x73ce6nd74,"2020-05-17 06:54:56",dd1wc4yx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
wxr42ry3mk,"2020-05-17 06:57:06",dd1wc4yx,5,2,3,1,2,5,2,1,2,1,2,1,1,2,1,1,1,1,3
dxsfrzs71t,"2020-05-17 07:04:10",dd1wc4yx,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0
yzrr1t1tw2,"2020-05-17 07:04:46",dd1wc4yx,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6rpenhm1sp,"2020-05-17 07:16:54",dd1wc4yx,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
atnrd7e3f4,"2020-05-17 07:21:54",dd1wc4yx,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ethpa41dsz,"2020-05-17 07:32:09",dd1wc4yx,0,3,2,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,5
wa42n4amdf,"2020-05-17 07:37:42",dd1wc4yx,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2xky3pn7kp,"2020-05-17 07:44:42",dd1wc4yx,5,3,1,0,2,5,0,0,0,0,4,0,0,0,0,0,0,0,3
st6xydx465,"2020-05-17 07:50:07",dd1wc4yx,4,5,2,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,0
fhrchc3ae2,"2020-05-17 07:50:51",dd1wc4yx,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ew2a6rhftt,"2020-05-17 07:56:26",dd1wc4yx,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
5ktsna2c3r,"2020-05-17 08:10:18",dd1wc4yx,5,0,1,1,2,4,2,2,2,2,4,2,2,2,2,2,1,2,1
d6p5e4fczx,"2020-05-17 08:14:27",dd1wc4yx,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
x2me7afxx1,"2020-05-17 08:19:56",dd1wc4yx,0,5,4,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,3
ce4mmpm5n6,"2020-05-17 08:29:30",dd1wc4yx,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2ntpctap2a,"2020-05-17 08:37:04",dd1wc4yx,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eas1zdwtkp,"2020-05-17 08:39:04",dd1wc4yx,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
t9spxaa3r4,"2020-05-17 08:51:08",dd1wc4yx,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7xr6ha2f94,"2020-05-17 09:07:12",dd1wc4yx,5,1,2,2,2,4,0,0,0,0,3,0,0,0,1,4,0,0,1
23fch3fm3w,"2020-05-17 09:08:03",dd1wc4yx,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
z3x7czet5n,"2020-05-17 09:09:57",dd1wc4yx,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
7fw6x43w5r,"2020-05-17 09:15:22",dd1wc4yx,5,2,3,2,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0
z1ypfde95x,"2020-05-17 09:21:48",dd1wc4yx,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hpry6nw3w1,"2020-05-17 09:32:38",dd1wc4yx,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
hw6ry51nww,"2020-05-17 09:33:06",dd1wc4yx,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zd9xt1mf5t,"2020-05-17 09:35:00",dd1wc4yx,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
k6nppctx44,"2020-05-17 09:37:14",dd1wc4yx,4,5,3,3,3,4,0,0,0,0,2,0,0,3,2,0,0,0,3
spntnt6xkk,"2020-05-17 09:40:39",dd1wc4yx,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
hzs5m3snrp,"2020-05-17 10:07:36",dd1wc4yx,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
5cwpa6mxc5,"2020-05-17 10:07:50",dd1wc4yx,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
mt4pfcd11h,"2020-05-17 10:09:22",dd1wc4yx,5,5,4,3,4,3,1,2,2,2,3,1,1,2,3,3,1,1,2
pp1x7y959x,"2020-05-17 10:15:05",dd1wc4yx,5,3,0,0,2,4,0,0,0,0,0,0,0,0,0,4,2,0,0
r24am2sx34,"2020-05-17 10:24:39",dd1wc4yx,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
nepfcysedx,"2020-05-17 10:26:05",dd1wc4yx,4,4,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
961ntym9rp,"2020-05-17 10:33:37",dd1wc4yx,3,2,0,2,1,5,2,1,1,1,2,2,2,2,1,4,2,2,2
c7zfkkzyd2,"2020-05-17 10:35:12",dd1wc4yx,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3
f7y6xd5t2c,"2020-05-17 10:37:01",dd1wc4yx,5,3,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0
am7p136kmh,"2020-05-17 10:37:21",dd1wc4yx,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ymn5yac1zm,"2020-05-17 10:43:31",dd1wc4yx,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2
fntf5dxkha,"2020-05-17 10:46:15",dd1wc4yx,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3
akzd3a7nnd,"2020-05-17 10:47:32",dd1wc4yx,5,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e2ke6kt64r,"2020-05-17 10:47:50",dd1wc4yx,5,2,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3
p55m5sxh2m,"2020-05-17 10:49:00",dd1wc4yx,5,2,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
sc3ckkzkwz,"2020-05-17 10:49:23",dd1wc4yx,5,2,3,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1
cmcrsx477f,"2020-05-17 10:52:59",dd1wc4yx,5,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0
6z54trdz2f,"2020-05-17 10:53:13",dd1wc4yx,5,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,3
m9eswzma5w,"2020-05-17 10:53:58",dd1wc4yx,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
hm2s4s6t3n,"2020-05-17 10:54:59",dd1wc4yx,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hdmrdnpf69,"2020-05-17 10:55:48",dd1wc4yx,2,0,4,1,4,3,1,1,1,1,5,1,1,1,2,2,1,1,5
3mszsyd1wd,"2020-05-17 10:56:46",dd1wc4yx,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rey9c49cwh,"2020-05-17 10:57:59",dd1wc4yx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
da9fm2pf7d,"2020-05-17 10:59:54",dd1wc4yx,4,5,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0
f4wszs6shz,"2020-05-17 11:00:08",dd1wc4yx,0,5,3,2,3,5,0,0,0,0,5,0,0,0,2,0,0,0,2
y6a7cwsyhk,"2020-05-17 11:00:41",dd1wc4yx,5,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kryct66c1t,"2020-05-17 11:03:17",dd1wc4yx,5,4,3,0,3,3,0,0,0,0,2,0,0,0,0,3,0,0,0
zm6n2a27hn,"2020-05-17 11:03:47",dd1wc4yx,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5
nfychp72rp,"2020-05-17 11:08:54",dd1wc4yx,0,5,3,5,4,3,3,0,0,1,2,0,0,2,0,1,0,0,3
zyck3wrw76,"2020-05-17 11:10:51",dd1wc4yx,4,1,2,0,0,5,2,0,0,0,4,0,0,3,2,5,0,3,3
917yfrtte3,"2020-05-17 11:11:28",dd1wc4yx,5,0,0,0,0,4,0,0,0,0,1,0,0,3,0,0,0,0,2
zmz7n2d7ek,"2020-05-17 11:12:27",dd1wc4yx,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
91armccrm3,"2020-05-17 11:13:25",dd1wc4yx,5,4,3,2,2,5,0,0,0,0,1,0,0,0,0,0,1,0,3
d7patkdsph,"2020-05-17 11:13:48",dd1wc4yx,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
nm2n1n1z7z,"2020-05-17 11:15:42",dd1wc4yx,5,4,3,2,4,5,1,1,1,1,3,1,1,1,1,2,1,1,2
9ra397r6sx,"2020-05-17 11:15:45",dd1wc4yx,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
sd55s7sknx,"2020-05-17 11:17:55",dd1wc4yx,4,5,2,3,4,3,1,0,0,0,4,0,0,0,1,4,0,0,3
3ts64saftc,"2020-05-17 11:18:16",dd1wc4yx,5,0,4,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3
tnn3zdm917,"2020-05-17 11:18:32",dd1wc4yx,4,4,4,4,3,4,0,0,0,0,3,0,0,0,0,0,0,0,4
kx62enp7p7,"2020-05-17 11:20:35",dd1wc4yx,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ks352dnmap,"2020-05-17 11:21:34",dd1wc4yx,5,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0
4nmhyk2a79,"2020-05-17 11:21:56",dd1wc4yx,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wr9amnakzr,"2020-05-17 11:22:08",dd1wc4yx,5,3,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1
pmz2ezwy73,"2020-05-17 11:23:31",dd1wc4yx,2,3,0,0,0,5,0,0,0,0,4,0,0,0,2,0,0,0,0
hrsedme6mw,"2020-05-17 11:23:43",dd1wc4yx,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
5we45wh46c,"2020-05-17 11:24:48",dd1wc4yx,5,1,2,1,1,4,0,0,0,1,4,0,0,0,0,0,0,0,5
6hceywx2rn,"2020-05-17 11:26:02",dd1wc4yx,2,0,0,0,1,2,4,0,0,0,2,0,0,0,0,0,0,0,5
sw34hy29df,"2020-05-17 11:26:29",dd1wc4yx,5,5,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
cfms92c524,"2020-05-17 11:26:37",dd1wc4yx,5,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
95z59t3nrr,"2020-05-17 11:27:23",dd1wc4yx,4,0,1,1,1,5,1,2,2,2,4,2,2,2,3,3,2,2,1
wc9yk7637d,"2020-05-17 11:28:09",dd1wc4yx,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
zhampz73n4,"2020-05-17 11:29:22",dd1wc4yx,5,4,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,2
4x9f2reka3,"2020-05-17 11:34:16",dd1wc4yx,0,0,0,0,4,0,4,0,0,0,3,0,0,0,0,2,0,0,5
5n5rmrm6m6,"2020-05-17 11:35:46",dd1wc4yx,3,0,3,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,5
zf13941xxa,"2020-05-17 11:36:11",dd1wc4yx,3,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,5
hrec99sxdh,"2020-05-17 11:36:15",dd1wc4yx,0,0,0,2,4,0,5,0,0,0,3,0,0,0,0,0,0,0,5
ptsc7wd5wm,"2020-05-17 11:36:48",dd1wc4yx,0,0,0,0,2,0,2,0,0,0,0,3,0,0,0,4,0,3,5
yxny3m6pz7,"2020-05-17 11:37:19",dd1wc4yx,0,0,0,0,0,0,4,0,0,0,0,4,0,0,4,0,0,0,0
99n5xw3161,"2020-05-17 11:38:10",dd1wc4yx,0,0,0,1,2,0,4,0,0,0,0,0,0,0,0,3,0,0,5
yk41m232nk,"2020-05-17 11:38:23",dd1wc4yx,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
x6trydpmw2,"2020-05-17 11:38:59",dd1wc4yx,1,1,3,1,3,1,4,1,1,1,3,3,1,1,1,4,1,1,5
ydnzds1cys,"2020-05-17 11:40:19",dd1wc4yx,3,0,3,0,4,5,0,0,0,0,3,0,0,0,0,0,0,0,5
kfxy3225yh,"2020-05-17 11:41:19",dd1wc4yx,5,0,2,0,3,5,0,0,0,0,3,0,0,0,0,0,0,0,2
e24zrmh7k9,"2020-05-17 11:41:28",dd1wc4yx,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
43herk7ax6,"2020-05-17 11:41:57",dd1wc4yx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
c93w1ytf4w,"2020-05-17 11:44:19",dd1wc4yx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
meymkf7y9d,"2020-05-17 11:44:43",dd1wc4yx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
c97s25ckhh,"2020-05-17 11:45:52",dd1wc4yx,4,2,3,3,2,2,1,1,1,1,5,2,1,1,3,2,1,1,3
xd96299har,"2020-05-17 11:46:16",dd1wc4yx,0,0,2,3,4,0,0,0,0,0,0,0,0,0,2,0,0,0,5
e1ka66re9p,"2020-05-17 11:47:32",dd1wc4yx,4,4,4,0,5,5,4,0,0,0,5,0,0,3,0,0,0,0,3
sws4rsxx3m,"2020-05-17 11:48:12",dd1wc4yx,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
pmpd94wt53,"2020-05-17 11:48:14",dd1wc4yx,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
6rntm96fst,"2020-05-17 11:49:06",dd1wc4yx,5,5,5,0,0,5,3,5,1,2,2,5,4,5,2,1,3,3,0
9k77paynyx,"2020-05-17 11:51:28",dd1wc4yx,3,3,3,0,2,4,1,1,1,1,5,1,1,1,1,1,3,1,3
rk99edecdh,"2020-05-17 11:51:50",dd1wc4yx,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p72y7759n6,"2020-05-17 11:53:24",dd1wc4yx,0,0,1,4,3,0,0,0,1,0,0,4,0,1,4,1,0,0,5
pfy32y72yc,"2020-05-17 11:53:34",dd1wc4yx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
x5xnnd3a76,"2020-05-17 11:54:11",dd1wc4yx,3,3,4,2,4,4,3,3,3,3,3,0,3,2,4,3,3,3,5
n3atey93hc,"2020-05-17 11:55:45",dd1wc4yx,5,0,1,0,0,4,0,0,0,0,2,0,0,1,4,0,0,0,3
zna671f6tn,"2020-05-17 11:56:35",dd1wc4yx,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3
k4r2rkwef3,"2020-05-17 11:57:06",dd1wc4yx,5,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4
c9kr4ecd4f,"2020-05-17 11:57:08",dd1wc4yx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
cns2rmfyr2,"2020-05-17 11:57:48",dd1wc4yx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
3x22rezpzt,"2020-05-17 12:01:06",dd1wc4yx,5,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
a6p1p5m7xf,"2020-05-17 12:01:32",dd1wc4yx,3,1,0,0,0,2,0,0,0,0,2,0,0,0,2,2,2,0,0
had4ywce6e,"2020-05-17 12:02:19",dd1wc4yx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3skt7wt446,"2020-05-17 12:02:26",dd1wc4yx,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k3xp42k3y3,"2020-05-17 12:04:46",dd1wc4yx,5,4,4,3,4,4,0,0,0,0,4,0,0,0,0,0,0,0,4
axtfk7yrrk,"2020-05-17 12:05:01",dd1wc4yx,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anhsws4xa6,"2020-05-17 12:05:53",dd1wc4yx,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pc1rznexfe,"2020-05-17 12:05:54",dd1wc4yx,5,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
7mchx22k69,"2020-05-17 12:06:00",dd1wc4yx,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1
zh2yahcxr1,"2020-05-17 12:07:31",dd1wc4yx,5,1,2,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3
xy6mz4xzf9,"2020-05-17 12:09:19",dd1wc4yx,4,3,4,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,5
k9dcet11ca,"2020-05-17 12:09:59",dd1wc4yx,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pf12ret3k6,"2020-05-17 12:11:15",dd1wc4yx,3,3,1,0,0,3,4,0,0,0,3,3,0,0,0,0,0,3,5
pp3ewdakn4,"2020-05-17 12:11:16",dd1wc4yx,5,0,2,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0
wcymxf5sk3,"2020-05-17 12:20:30",dd1wc4yx,3,1,0,3,3,3,4,3,2,3,5,3,3,3,4,3,1,3,5
sx92s3fa5z,"2020-05-17 12:21:20",dd1wc4yx,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c2wk4d1w9z,"2020-05-17 12:21:39",dd1wc4yx,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
smpd5swnxd,"2020-05-17 12:24:13",dd1wc4yx,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,5
6k2yhkmcpz,"2020-05-17 12:25:54",dd1wc4yx,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xxzep6ark6,"2020-05-17 12:26:59",dd1wc4yx,5,0,1,1,2,5,2,0,0,0,5,0,0,0,0,1,0,0,0
rha19p7xew,"2020-05-17 12:28:08",dd1wc4yx,2,4,3,5,3,3,0,0,0,0,4,0,0,3,0,0,0,0,5
ez62xycxhp,"2020-05-17 12:30:03",dd1wc4yx,0,2,0,0,2,3,5,1,1,0,2,3,1,1,1,2,1,0,5
kew7p46s6e,"2020-05-17 12:30:46",dd1wc4yx,3,5,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
